"","t","Rcr","Pen_S","Pen_I","Pen_R","Macro_S","Macro_R","Multi_S","Multi_R","Totcarrier_T","Cross_T","Reduction","Scenario","Lambda","pi"
"4392119",365,0.58,0.449874773486981,0.496411448151578,0.0537137783614416,0.657186997673599,0.3428130023264,0.425753040066706,0.318691268906125,0.520970095007415,0.579306771525744,4,3,0.0236982742449831,0.504239800674577
"4393119",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.504239800674577,0.58,1,4,0.0236982742449831,0.504239800674577
"4758119",365,0.58,0.567834938583793,0.362716452964031,0.069448608452176,0.718987709196681,0.28101229080332,0.537396357688731,0.250573709908258,0.504804013700713,0.579810198184754,1,4,0.0236982742449831,0.504239800674577
"4759119",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.504239800674577,0.58,2,4,0.0236982742449831,0.504239800674577
"5124119",365,0.58,0.582297413700131,0.356787024714506,0.0609155615853629,0.695093524817073,0.304906475182927,0.543091732549621,0.265700794032417,0.503879290343021,0.636100428264215,2,4,0.0236982742449831,0.504239800674577
"5125119",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.504239800674577,0.58,3,4,0.0236982742449831,0.504239800674577
"5490119",365,0.58,0.59110695509522,0.355644562151744,0.0532484827530354,0.668520597303128,0.331479402696872,0.541393905681398,0.281766353283049,0.504390536322328,0.689095490359013,3,4,0.0236982742449831,0.504239800674577
"5491119",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.504239800674577,0.58,4,4,0.0236982742449831,0.504239800674577
"5856119",365,0.58,0.594492684709207,0.359148017474684,0.0463592978161083,0.638822035748961,0.361177964251039,0.532431585332751,0.299116864874582,0.506322158797769,0.737636174726178,4,4,0.0236982742449831,0.504239800674577
"1120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,1,1,0.0229016786043479,0.52070007295776
"366220",365,0.58,0.565619670120509,0.364288907556672,0.0700914223228181,0.717701366703764,0.282298633296236,0.535272963118267,0.251951926293994,0.520718127756626,0.580026094560711,1,1,0.0229016786043479,0.52070007295776
"367120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,2,1,0.0229016786043479,0.52070007295776
"732120",365,0.58,0.611019474867079,0.331815072969409,0.0571654521635128,0.741528766695676,0.258471233304324,0.578232537485077,0.225684295922322,0.530175911980411,0.580194331953256,2,1,0.0229016786043479,0.52070007295776
"733120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,3,1,0.0229016786043479,0.52070007295776
"1098120",365,0.58,0.651735994956484,0.302379181363292,0.0458848236802248,0.762908557729997,0.237091442270003,0.616758513872215,0.202113961185734,0.540959029046495,0.580346973154688,3,1,0.0229016786043479,0.52070007295776
"1099120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,4,1,0.0229016786043479,0.52070007295776
"1464120",365,0.58,0.687378874311855,0.276325195644219,0.0362959300439258,0.781632226834056,0.218367773165944,0.650481562454926,0.181470461309015,0.552884903241231,0.580480480676281,4,1,0.0229016786043479,0.52070007295776
"1465120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,1,2,0.0229016786043479,0.52070007295776
"1830120",365,0.58,0.565619670120509,0.364288907556672,0.0700914223228181,0.717701366703764,0.282298633296236,0.535272963118267,0.251951926293994,0.520718127756626,0.580026094560711,1,2,0.0229016786043479,0.52070007295776
"1831120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,2,2,0.0229016786043479,0.52070007295776
"2196120",365,0.58,0.583302967307292,0.352766581747651,0.0639304509450574,0.726974169262855,0.273025830737146,0.552011009771314,0.241733873201167,0.524368094699111,0.58011901750074,2,2,0.0229016786043479,0.52070007295776
"2197120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,3,2,0.0229016786043479,0.52070007295776
"2562120",365,0.58,0.603696067434289,0.339292151342571,0.0570117812231398,0.737675495484689,0.262324504515311,0.571312410540493,0.229940847621515,0.529241564087105,0.580213388579959,3,2,0.0229016786043479,0.52070007295776
"2563120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,4,2,0.0229016786043479,0.52070007295776
"2928120",365,0.58,0.632789076885375,0.319302998993403,0.0479079241212219,0.75295287045069,0.24704712954931,0.598843158796525,0.21310121146046,0.537335501455949,0.580323726900522,4,2,0.0229016786043479,0.52070007295776
"2929120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,1,3,0.0229016786043479,0.52070007295776
"3294120",365,0.58,0.565619670120509,0.364288907556672,0.0700914223228181,0.717701366703764,0.282298633296236,0.535272963118267,0.251951926293994,0.520718127756626,0.580026094560711,1,3,0.0229016786043479,0.52070007295776
"3295120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,2,3,0.0229016786043479,0.52070007295776
"3660120",365,0.58,0.519910098690489,0.416403168758082,0.0636867325514288,0.693730130656555,0.306269869343445,0.492013324864181,0.278373095517137,0.526317904640728,0.579835349083237,2,3,0.0229016786043479,0.52070007295776
"3661120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,3,3,0.0229016786043479,0.52070007295776
"4026120",365,0.58,0.494708121847839,0.444837950630063,0.0604539275220978,0.680526175644542,0.319473824355458,0.468162128513627,0.292927831021247,0.530142151328104,0.579720046347224,3,3,0.0229016786043479,0.52070007295776
"4027120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,4,3,0.0229016786043479,0.52070007295776
"4392120",365,0.58,0.448375443990542,0.497442241320485,0.0541823146889729,0.656256665398609,0.34374333460139,0.424313037196958,0.319680927807806,0.536833495664326,0.579526281644222,4,3,0.0229016786043479,0.52070007295776
"4393120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,1,4,0.0229016786043479,0.52070007295776
"4758120",365,0.58,0.565619670120509,0.364288907556672,0.0700914223228181,0.717701366703764,0.282298633296236,0.535272963118267,0.251951926293994,0.520718127756626,0.580026094560711,1,4,0.0229016786043479,0.52070007295776
"4759120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,2,4,0.0229016786043479,0.52070007295776
"5124120",365,0.58,0.580256366091776,0.358248653233463,0.0614949806747618,0.693783878088628,0.306216121911372,0.541145381328089,0.267105137147686,0.519734858033118,0.636353039260357,2,4,0.0229016786043479,0.52070007295776
"5125120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,3,4,0.0229016786043479,0.52070007295776
"5490120",365,0.58,0.589246170088099,0.356991033188281,0.0537627967236198,0.667219682481699,0.332780317518301,0.539627327191445,0.283161474621647,0.520202106522748,0.689370260241711,3,4,0.0229016786043479,0.52070007295776
"5491120",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.52070007295776,0.58,4,4,0.0229016786043479,0.52070007295776
"5856120",365,0.58,0.59281205596753,0.360379248155256,0.0468086958772136,0.637557910554109,0.362442089445891,0.530841343101519,0.300471376579879,0.522103481309597,0.737918155444992,4,4,0.0229016786043479,0.52070007295776
"1121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,1,1,0.0256413854528929,0.502882106877239
"366221",365,0.58,0.578396208041409,0.355169124763831,0.0664346671947591,0.725109997106086,0.274890002893914,0.547519783050133,0.244013577902637,0.502870297331638,0.578774628114834,1,1,0.0256413854528929,0.502882106877239
"367121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,2,1,0.0256413854528929,0.502882106877239
"732121",365,0.58,0.623362926539576,0.322883659666492,0.0537534137939316,0.748667363637743,0.251332636362257,0.590081405103935,0.218051114926616,0.512187877501369,0.578942250488594,2,1,0.0256413854528929,0.502882106877239
"733121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,3,1,0.0256413854528929,0.502882106877239
"1098121",365,0.58,0.663328741862947,0.293876700783844,0.0427945573532087,0.769615072486772,0.230384927513228,0.627907495991486,0.194963681641766,0.522746826047029,0.579092146803931,3,1,0.0256413854528929,0.502882106877239
"1099121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,4,1,0.0256413854528929,0.502882106877239
"1464121",365,0.58,0.698001638062434,0.268426274207143,0.0335720877304229,0.787796334806941,0.212203665193059,0.660721737382923,0.174923764513548,0.534360782269115,0.579220905011766,4,1,0.0256413854528929,0.502882106877239
"1465121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,1,2,0.0256413854528929,0.502882106877239
"1830121",365,0.58,0.578396208041409,0.355169124763831,0.0664346671947591,0.725109997106086,0.274890002893914,0.547519783050133,0.244013577902637,0.502870297331638,0.578774628114834,1,2,0.0256413854528929,0.502882106877239
"1831121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,2,2,0.0256413854528929,0.502882106877239
"2196121",365,0.58,0.596528063193946,0.343254154273446,0.060217782532608,0.734602661131162,0.265397338868838,0.564687433312937,0.233556708987829,0.506597716300945,0.57886729579435,2,2,0.0256413854528929,0.502882106877239
"2197121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,3,2,0.0256413854528929,0.502882106877239
"2562121",365,0.58,0.617105219722107,0.329559272095627,0.0533355081822651,0.745382701578633,0.254617298421366,0.584168718162648,0.221680796861907,0.511512274721016,0.5789600910752,3,2,0.0256413854528929,0.502882106877239
"2563121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,4,2,0.0256413854528929,0.502882106877239
"2928121",365,0.58,0.645755933363602,0.309776736808957,0.0444673298274409,0.760401687551927,0.239598312448073,0.611288563169161,0.205130942253632,0.519520129677944,0.579066698848007,4,2,0.0256413854528929,0.502882106877239
"2929121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,1,3,0.0256413854528929,0.502882106877239
"3294121",365,0.58,0.578396208041409,0.355169124763831,0.0664346671947591,0.725109997106086,0.274890002893914,0.547519783050133,0.244013577902637,0.502870297331638,0.578774628114834,1,3,0.0256413854528929,0.502882106877239
"3295121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,2,3,0.0256413854528929,0.502882106877239
"3660121",365,0.58,0.530329808456838,0.409496367807278,0.060173823735885,0.699954427107841,0.30004557289216,0.502016877266884,0.271732641702206,0.508314269730589,0.578560544388378,2,3,0.0256413854528929,0.502882106877239
"3661121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,3,3,0.0256413854528929,0.502882106877239
"4026121",365,0.58,0.503730028018828,0.439261706762563,0.0570082652186083,0.686046603325927,0.313953396674073,0.476835706815811,0.287059075471056,0.512082430190992,0.578433295742396,3,3,0.0256413854528929,0.502882106877239
"4027121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,4,3,0.0256413854528929,0.502882106877239
"4392121",365,0.58,0.454330783130755,0.494858974778506,0.0508102420907389,0.660225067814783,0.339774932185217,0.430071255234478,0.315515404288939,0.51875689898354,0.578217342182498,4,3,0.0256413854528929,0.502882106877239
"4393121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,1,4,0.0256413854528929,0.502882106877239
"4758121",365,0.58,0.578396208041409,0.355169124763831,0.0664346671947591,0.725109997106086,0.274890002893914,0.547519783050133,0.244013577902637,0.502870297331638,0.578774628114834,1,4,0.0256413854528929,0.502882106877239
"4759121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,2,4,0.0256413854528929,0.502882106877239
"5124121",365,0.58,0.592199909296979,0.349791996987933,0.0580080937150882,0.700523292478967,0.299476707521033,0.552268880407107,0.259545678631161,0.502145173917168,0.636453214573153,2,4,0.0256413854528929,0.502882106877239
"5125121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,3,4,0.0256413854528929,0.502882106877239
"5490121",365,0.58,0.60008600353691,0.349435710370863,0.0504782860922272,0.672987741220753,0.327012258779247,0.549273774314338,0.276200029556675,0.502812605905307,0.690648569441023,3,4,0.0256413854528929,0.502882106877239
"5491121",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.502882106877239,0.58,4,4,0.0256413854528929,0.502882106877239
"5856121",365,0.58,0.602328469679334,0.353925844262055,0.0437456860586114,0.642049436444526,0.357950563555474,0.538705499621126,0.294327593497266,0.504861895970142,0.74012739423396,4,4,0.0256413854528929,0.502882106877239
"1122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,1,1,0.0234963893780538,0.434771566096551
"366222",365,0.58,0.557717917464071,0.369957095345823,0.0723249871901067,0.713124088219915,0.286875911780085,0.527708266514583,0.256866260830597,0.434749828952743,0.580774738505782,1,1,0.0234963893780538,0.434771566096551
"367122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,2,1,0.0234963893780538,0.434771566096551
"732122",365,0.58,0.602095472170251,0.338281995576849,0.0596225322529002,0.736447129151859,0.263552870848141,0.569694847810748,0.231152246488638,0.445497541704911,0.580923890837305,2,1,0.0234963893780538,0.434771566096551
"733122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,3,1,0.0234963893780538,0.434771566096551
"1098122",365,0.58,0.642176359221443,0.309375914012576,0.0484477267659807,0.757521220406777,0.242478779593223,0.607614567874032,0.207916988245812,0.457598756087546,0.581059953985778,3,1,0.0234963893780538,0.434771566096551
"1099122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,4,1,0.0234963893780538,0.434771566096551
"1464122",365,0.58,0.677575369089767,0.283572851876013,0.0388517790342206,0.776140809565726,0.223859190434274,0.641102957375864,0.187386778720371,0.470880528260047,0.581180098404274,4,1,0.0234963893780538,0.434771566096551
"1465122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,1,2,0.0234963893780538,0.434771566096551
"1830122",365,0.58,0.557717917464071,0.369957095345823,0.0723249871901067,0.713124088219915,0.286875911780085,0.527708266514583,0.256866260830597,0.434749828952743,0.580774738505782,1,2,0.0234963893780538,0.434771566096551
"1831122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,2,2,0.0234963893780538,0.434771566096551
"2196122",365,0.58,0.573548742102293,0.359762287893791,0.0666889700039166,0.721435363735585,0.278564636264416,0.54269082113134,0.247706715293462,0.438742412572118,0.580855867361235,2,2,0.0234963893780538,0.434771566096551
"2197122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,3,2,0.0234963893780538,0.434771566096551
"2562122",365,0.58,0.592360392827611,0.34746000920806,0.0601795979643288,0.731318559801511,0.268681440198489,0.560492932328074,0.236813979698952,0.444063344841356,0.580939573908491,3,2,0.0234963893780538,0.434771566096551
"2563122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,4,2,0.0234963893780538,0.434771566096551
"2928122",365,0.58,0.620546148507314,0.328212846979824,0.0512410045128621,0.746137882373865,0.253862117626135,0.587161572494773,0.220477541613595,0.452989469080217,0.581039145462051,4,2,0.0234963893780538,0.434771566096551
"2929122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,1,3,0.0234963893780538,0.434771566096551
"3294122",365,0.58,0.557717917464071,0.369957095345823,0.0723249871901067,0.713124088219915,0.286875911780085,0.527708266514583,0.256866260830597,0.434749828952743,0.580774738505782,1,3,0.0234963893780538,0.434771566096551
"3295122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,2,3,0.0234963893780538,0.434771566096551
"3660122",365,0.58,0.514563875750499,0.419189987636706,0.0662461366127964,0.690459003392326,0.309540996607674,0.486873081962635,0.281850202819811,0.440685619265861,0.580612337525476,2,3,0.0234963893780538,0.434771566096551
"3661122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,3,3,0.0234963893780538,0.434771566096551
"4026122",365,0.58,0.491031191152151,0.445831545602322,0.0631372632455268,0.678110714145222,0.321889285854778,0.464605029509779,0.295463124212405,0.444633069998845,0.580513224142839,3,3,0.0234963893780538,0.434771566096551
"4027122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,4,3,0.0234963893780538,0.434771566096551
"4392122",365,0.58,0.447399313027337,0.495476738428092,0.0571239485445712,0.65521990826846,0.34478009173154,0.423318116337211,0.320698895041415,0.451748624930387,0.580344727398574,4,3,0.0234963893780538,0.434771566096551
"4393122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,1,4,0.0234963893780538,0.434771566096551
"4758122",365,0.58,0.557717917464071,0.369957095345823,0.0723249871901067,0.713124088219915,0.286875911780085,0.527708266514583,0.256866260830597,0.434749828952743,0.580774738505782,1,4,0.0234963893780538,0.434771566096551
"4759122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,2,4,0.0234963893780538,0.434771566096551
"5124122",365,0.58,0.572565243690133,0.36355750215282,0.0638772541570471,0.690505835233989,0.309494164766011,0.534277687476285,0.271206608552163,0.433667509130961,0.634498258619739,2,4,0.0234963893780538,0.434771566096551
"5125122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,3,4,0.0234963893780538,0.434771566096551
"5490122",365,0.58,0.582199727547571,0.361555175965541,0.056245096486888,0.665536944909726,0.334463055090274,0.534052653213738,0.28631598075644,0.434039559597601,0.685293906286384,3,4,0.0234963893780538,0.434771566096551
"5491122",0,0.58,0.57,0.361037735849056,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.434771566096551,0.58,4,4,0.0234963893780538,0.434771566096551
"5856122",365,0.58,0.586800473213861,0.363846717222959,0.0493528095631794,0.637801943380221,0.362198056619778,0.527117291406572,0.302514874812489,0.435845420796077,0.732127834621318,4,4,0.0234963893780538,0.434771566096551
"1123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,1,1,0.0246789490090872,0.487730373983108
"366223",365,0.58,0.570887635773168,0.360545364255852,0.0685669999709798,0.720759403410999,0.279240596589001,0.540322660407493,0.248675621223326,0.48772798753449,0.579511666300704,1,1,0.0246789490090872,0.487730373983108
"367123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,2,1,0.0246789490090872,0.487730373983108
"732123",365,0.58,0.615762313681489,0.328396013213794,0.0558416731047173,0.744295609012633,0.255704390987367,0.582790596943954,0.222732674249831,0.497423445809542,0.579674202142677,2,1,0.0246789490090872,0.487730373983108
"733123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,3,1,0.0246789490090872,0.487730373983108
"1098123",365,0.58,0.655881599278944,0.29934560440972,0.0447727963113358,0.765347626555729,0.234652373444271,0.620756204488538,0.199526978653865,0.508401569585328,0.579820719368048,3,1,0.0246789490090872,0.487730373983108
"1099123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,4,1,0.0246789490090872,0.487730373983108
"1464123",365,0.58,0.690911125130794,0.273698824746624,0.0353900501225819,0.783736511546143,0.216263488453857,0.65390309413222,0.179255457455283,0.520479373601254,0.57994794387581,4,1,0.0246789490090872,0.487730373983108
"1465123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,1,2,0.0246789490090872,0.487730373983108
"1830123",365,0.58,0.570887635773168,0.360545364255852,0.0685669999709798,0.720759403410999,0.279240596589001,0.540322660407493,0.248675621223326,0.48772798753449,0.579511666300704,1,2,0.0246789490090872,0.487730373983108
"1831123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,2,2,0.0246789490090872,0.487730373983108
"2196123",365,0.58,0.588314706953974,0.349167007779354,0.0625182852666715,0.729892432172667,0.270107567827333,0.55682035805342,0.238613218926779,0.491509984592947,0.579601027671646,2,2,0.0246789490090872,0.487730373983108
"2197123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,3,2,0.0246789490090872,0.487730373983108
"2562123",365,0.58,0.608383706866319,0.335885951388206,0.0557303417454747,0.740417146091976,0.259582853908024,0.575817487002317,0.227016634044021,0.496518463517765,0.57969149400668,3,2,0.0246789490090872,0.487730373983108
"2563123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,4,2,0.0246789490090872,0.487730373983108
"2928123",365,0.58,0.636990008435655,0.316208013058479,0.0468019785058663,0.75542904205791,0.24457095794209,0.602891086419172,0.210472035925607,0.504766802166336,0.579796812254684,4,2,0.0246789490090872,0.487730373983108
"2929123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,1,3,0.0246789490090872,0.487730373983108
"3294123",365,0.58,0.570887635773168,0.360545364255852,0.0685669999709798,0.720759403410999,0.279240596589001,0.540322660407493,0.248675621223326,0.48772798753449,0.579511666300704,1,3,0.0246789490090872,0.487730373983108
"3295123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,2,3,0.0246789490090872,0.487730373983108
"3660123",365,0.58,0.524583991009813,0.413075611141767,0.0623403978484209,0.696494992117076,0.303505007882924,0.496495380810479,0.27541639768359,0.493313488117931,0.579316624756897,2,3,0.0246789490090872,0.487730373983108
"3661123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,3,3,0.0246789490090872,0.487730373983108
"4026123",365,0.58,0.499072978374961,0.441745325164229,0.0591816964608096,0.683139075371458,0.316860924628541,0.472348755302508,0.290136701556089,0.497132869093992,0.579199542110679,3,3,0.0246789490090872,0.487730373983108
"4027123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,4,3,0.0246789490090872,0.487730373983108
"4392123",365,0.58,0.451768793808373,0.495208288068343,0.0530229181232831,0.658379619579468,0.341620380420532,0.427574749074563,0.317426335686721,0.503921349601481,0.579000852380829,4,3,0.0246789490090872,0.487730373983108
"4393123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,1,4,0.0246789490090872,0.487730373983108
"4758123",365,0.58,0.570887635773168,0.360545364255852,0.0685669999709798,0.720759403410999,0.279240596589001,0.540322660407493,0.248675621223326,0.48772798753449,0.579511666300704,1,4,0.0246789490090872,0.487730373983108
"4759123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,2,4,0.0246789490090872,0.487730373983108
"5124123",365,0.58,0.585121400976613,0.354770357419744,0.0601082416036431,0.696843208971866,0.303156791028135,0.545767429197821,0.263802819249342,0.486878476092779,0.635855452342749,2,4,0.0246789490090872,0.487730373983108
"5125123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,3,4,0.0246789490090872,0.487730373983108
"5490123",365,0.58,0.593678989132148,0.353801901927855,0.052519108939998,0.67019710330519,0.32980289669481,0.54379355981401,0.279917467376673,0.487446013023434,0.688907193794391,3,4,0.0246789490090872,0.487730373983108
"5491123",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.487730373983108,0.58,4,4,0.0246789490090872,0.487730373983108
"5856123",365,0.58,0.596798802190178,0.357492395969998,0.0457088018398248,0.640377851117296,0.359622148882704,0.534538852330893,0.297362199023419,0.489416232820299,0.737503262983052,4,4,0.0246789490090872,0.487730373983108
"1124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.51177717655708,0.58,1,1,0.0250154476138172,0.51177717655708
"366224",365,0.58,0.576276958561371,0.356680883523197,0.0670421579154322,0.723881014049494,0.276118985950506,0.545487357979878,0.245329385369014,0.511800696441244,0.578985236526361,1,1,0.0250154476138172,0.51177717655708
"367124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.51177717655708,0.58,2,1,0.0250154476138172,0.51177717655708
"732124",365,0.58,0.621413794733745,0.324294077143879,0.0542921281223754,0.747534246307452,0.252465753692548,0.588207905276212,0.219259864235015,0.521069695318364,0.579154393860738,2,1,0.0250154476138172,0.51177717655708
"733124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.51177717655708,0.58,3,1,0.0250154476138172,0.51177717655708
"1098124",365,0.58,0.66158555382548,0.295156712574512,0.0432577336000082,0.76859595599878,0.23140404400122,0.626227050895449,0.196045541071189,0.531595623779208,0.579306064759682,3,1,0.0250154476138172,0.51177717655708
"1099124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.51177717655708,0.58,4,1,0.0250154476138172,0.51177717655708
"1464124",365,0.58,0.696479280704319,0.269561402463759,0.0339593168319219,0.786898328682203,0.213101671317797,0.659248669412946,0.175871060026424,0.543192404835327,0.579436752899545,4,1,0.0250154476138172,0.51177717655708
"1465124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.51177717655708,0.58,1,2,0.0250154476138172,0.51177717655708
"1830124",365,0.58,0.576276958561371,0.356680883523197,0.0670421579154322,0.723881014049494,0.276118985950506,0.545487357979878,0.245329385369014,0.511800696441244,0.578985236526361,1,2,0.0250154476138172,0.51177717655708
"1831124",0,0.58,0.57,0.361037735849057,0.0689622641509434,0.72,0.28,0.5394,0.2494,0.51177717655708,0.58,2,2,0.0250154476138172,0.51177717655708
