"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",4.13752566060758,1.7467501489575,1.42091085566614,0.274214333323822,20.4862399124506,8.65072007631131,15.8314676567784,7.31564448748463,15.073350755308,6.36064537984737,11.635042566026,19.1843515434187,20.4412148295217,8.62077507626404,15.7744790650382,11.3633923792326
"2",3.84918274454488,1.62764529396448,1.47411462322444,0.222767825388797,20.3940896137556,8.75492805862416,15.417733360973,5.67651183542806,18.3167600133343,7.85507870956956,13.827786184554,14.834210171068,20.3489687837597,8.72473967060105,15.3608330025414,11.8629725128788
"3",3.8052333825587,1.65489575357471,1.37163210072765,0.266591084355161,18.3378227712807,7.7872241831589,15.1300286215024,6.64023427582069,14.2931314178886,6.06360558481409,11.774451061077,18.6549962879472,18.2921027391432,7.75670472327535,15.0661518492693,12.9153740002719
"4",3.5032858537744,1.54659237167057,1.21163528391575,0.154269842779433,19.4384273588375,8.6290990452831,16.668048459005,6.08661983274812,14.9496847992384,6.63238217762263,12.8005340418302,18.5164666523906,19.3940966843313,8.59959688389979,16.6025871735556,12.0888567691012
"5",4.02790509996227,1.70699524249759,1.20083729485823,0.095279683932621,21.1739466092816,9.06519821381907,16.8566599192463,9.98250526344679,11.473063298798,4.91233058878607,9.12760877916581,21.4351915116834,21.1293810595255,9.03519066137858,16.799066118928,7.74034767682828
"6",3.39357518546209,1.53634031171055,0.961580898171492,0.112364272329439,20.2838142550824,9.38423747444016,19.2325969290378,9.01509317731844,9.7350488925714,4.5057730898306,9.22262766536626,23.4862654457569,20.2379412623884,9.35242372551444,19.1594974160266,8.6271132797361
"7",3.43223306771266,1.53060741484991,1.30114089602406,0.243869714326392,20.5923816290042,9.4204992079119,17.4145232155622,4.49274258847641,17.7085918978631,8.09369101046073,14.9525877578653,18.0103013032153,20.5433354615215,9.38678760637056,17.344345298225,13.7766949134978
"8",3.72453262892169,1.64977754201945,1.26848246915558,0.0920769476130108,20.3133669757105,9.10924659101479,17.5926926721389,5.56210042404901,15.9843719320293,7.16644007857187,13.8233463663914,16.3551080707723,20.2767785292247,9.08555003818752,17.5321610114354,10.1939305368589
"9",3.55836399143053,1.58847871452325,1.26962667477882,0.145712306530929,20.2267807684169,9.28767872424086,17.6976760601273,4.43412389465653,19.4130464607332,8.90450913234274,16.9580659000074,13.9637345706157,20.1794032916552,9.25529612276545,17.6270296365357,12.8353655877367
"10",3.38730090813321,1.49777654646259,1.36229167781154,0.231284061530478,18.6904950367183,8.30600825665182,15.5658944842266,3.40898063044073,18.7870186641961,8.33969042701908,15.6184195375755,13.5679612650935,18.6482797753624,8.2782305792298,15.5031486175224,13.7698547952954
"11",3.43501721478276,1.50472741799758,1.30665671972534,0.106645306036386,20.9987421643862,9.48003255474365,16.8798328635878,7.20464252757503,14.8421220169429,6.69824323387547,11.9129932095048,20.1214164597071,20.953383262621,9.44945444754662,16.8147568787786,11.1717034026915
"12",3.47962822963595,1.56106840077811,1.16361327757155,0.317743338195277,20.1396812669376,9.13881949133495,17.891512587686,3.63979843646851,17.8101054440802,8.07534811978396,15.7990150590584,18.0211455834611,20.0951277634478,9.10928384559735,17.8239232052318,14.6025646158315
"13",3.69985535455856,1.57511845582462,1.41246724149267,0.385893121323568,19.2287419980495,8.13924194815282,14.7290294585623,2.49809312762683,19.9486400237623,8.43468544331283,15.2592596242468,12.4766108846329,19.1905243038758,8.11476999276186,14.6798710354185,13.5867866960843
