"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",4.25155816663448,1.81248361062993,1.48903635393199,0.188109524259079,20.3179356263302,8.48868077663879,18.2101639936595,6.69017667370333,14.7410223815168,6.15545384245946,13.1942844995579,20.2394050314953,20.2760068210534,8.46124042284223,18.1437527179603,12.1139978509384
"2",3.9632967666509,1.68768696286846,1.52176978064667,0.159375728144167,20.4198099306587,8.73334489084117,17.405642588787,5.19286948995886,18.261899449066,7.80341779820081,15.5409365338221,15.5545612148927,20.3775173841315,8.70539353452593,17.3400638661557,12.4358602235173
"3",3.83366918881809,1.6782330196681,1.48939218001376,0.234122898722815,18.0382343521785,7.55777393466215,16.4125148354604,6.31273566358567,14.0687200075412,5.8896657268508,12.7794587907051,19.0039726806934,17.9924232121612,7.52835104538641,16.340451937887,13.373484164296
"4",3.49655618984521,1.54428449586559,1.20161223232062,0.154221787326544,19.3238232322675,8.55717641354829,16.2121532865958,6.03687388252469,14.900023766535,6.59379851644955,12.4841269447417,18.4581167777997,19.2789641009014,8.52731773103357,16.1496557712782,12.1382826227124
"5",4.10229613473863,1.75097063917749,1.2028758811184,0.149983843701838,21.243520997002,9.03163817605597,18.6143455473494,9.74144906481388,11.229243860584,4.77686544137955,9.83013739511669,22.3387301108284,21.2009008541214,9.00387123082309,18.5460151252279,8.09482145499484
"6",3.3524244459382,1.51024521157165,0.91444760373141,0.086880812722379,20.9363250196455,9.75385551435641,17.6788475832552,10.0336772032682,9.90005876385972,4.6139726515887,8.35413590400078,22.8877854418644,20.8870109570676,9.71933560570333,17.6126713843489,7.42908370365755
"7",3.45176725204997,1.54468919774077,1.34566343911791,0.231564889539302,20.468343529508,9.29080507832352,17.9988145875718,4.34002450022147,17.6013887769784,7.98204925481266,15.4539158804563,18.1653385512751,20.4194213090318,9.25746713617142,17.9262112496979,13.9580543254878
"8",3.69879123596834,1.63313004813356,1.23874469520777,0.0754432888154322,20.356800803854,9.15421639067652,16.738917916729,5.73096927078091,16.05633043159,7.21768508478326,13.1858479017558,16.0256194020808,20.3198753509143,9.12961670561962,16.6842722816534,9.92188388857826
"9",3.55012216155114,1.58122951681428,1.35318937880306,0.15911242086058,20.1719127132357,9.20797866816953,17.7669729228402,4.68296010340682,19.400774969657,8.84589644925249,17.0613774637035,13.5706454728174,20.1228589099429,9.17446623680577,17.695949241737,12.5134208746845
"10",3.40379944499302,1.50594611364464,1.38266988052795,0.208269472159555,18.1963139967528,8.05712821941375,15.2461449638703,3.04243537620326,18.3275654071732,8.10604565861272,15.3312722733135,13.9240358704842,18.1540590100683,8.02945893986335,15.1862234675655,14.1754509200982
"11",3.50206732597774,1.537748927963,1.30578633635511,0.0537187921772389,20.8087021907096,9.43159510617366,17.8642849744943,6.71607572258017,14.5497652825463,6.59217941676332,12.4726967278965,20.8108240570645,20.7658523510739,9.40230974778271,17.7979022808726,11.6778257547272
"12",3.44468400808247,1.54408656385337,1.16270359487653,0.339229765744885,20.2592633854278,9.17549854082673,17.40881697529,3.91292769525501,17.9700390018463,8.13169655943243,15.4207188149323,17.6164847705172,20.21350751738,9.1449377996096,17.3439679287177,14.2688232770057
"13",3.79324801286374,1.62445658041311,1.48776126869821,0.320722202052938,19.0055588908652,8.02956712295863,16.6801884914952,1.77869832841431,19.7468517722237,8.33441229713383,17.3032604639509,13.2980668464734,18.9696456182739,8.00707635987383,16.6228319511721,14.4437997867965
"14",3.25362922289748,1.4411119979554,1.28413334298067,0.238650955816795,17.9841236551006,7.8722847731983,15.1011856297942,5.41171679612707,15.0598533346991,6.58596216573118,12.6262186567625,17.1715374194698,17.9389988283568,7.84252090560135,15.0383361902892,13.0559527181869
"15",3.09331771737865,1.38443004330877,1.10173541589119,0.168781814192279,20.3861796529412,9.4591936621479,18.8336832053348,6.76102705536547,12.8072032340017,5.94332817727166,11.818810354398,19.7109826883754,20.3453088365436,9.43171223582884,18.7680209085221,9.00140798954079
"16",3.94463188050493,1.67406281707146,1.44765025611457,0.367705987220854,19.6553038105002,8.25869965409746,16.5725799258365,6.07375257798474,15.6240318809028,6.55949280201638,13.1502921806323,19.6201725678369,19.6084402769353,8.22826857710816,16.5008089399489,13.7298920663367
"17",3.60881746361948,1.58864722155331,1.32599084825148,0.12521480809273,21.1572136040265,9.5215599281093,18.6530494604286,4.36020298590633,18.422426237497,8.2849181610303,16.2184853177724,16.7297168978631,21.1144699754045,9.49292297234622,18.5864488127075,12.7156698254356
"18",3.3144687741136,1.48873686301079,1.22384057263249,0.00929077271408144,21.2732396830318,9.92969696935653,17.570727207361,5.29071187611877,18.3680008472358,8.56736722979477,15.1469706365776,15.3559893789177,21.227009459764,9.89783355284777,17.502930330509,11.1599225636491
"19",4.16130280782249,1.78334664037053,1.34872510059427,0.198777497072366,19.6607640317656,8.24753641270894,16.9468928692268,5.64809150273911,15.3609216737096,6.43972870737187,13.2254805419069,18.2249938799544,19.6204774161026,8.22138656505185,16.8890282654554,12.0399087989516
"20",2.9313003012308,1.32381978830831,1.09970315901964,0.0417929998306612,18.6932673705583,8.57825538074962,15.955620150348,6.300746602504,14.6234021642305,6.70656783285044,12.4655761115675,16.9117246158207,18.6504721457449,8.54957072110847,15.8958970952278,11.2111714011222
